M0:gds (L=1.00e-07) X,M0:gds (L=1.00e-07) Y,M0:gds (L=2.00e-07) X,M0:gds (L=2.00e-07) Y,M0:gds (L=3.00e-07) X,M0:gds (L=3.00e-07) Y,M0:gds (L=4.00e-07) X,M0:gds (L=4.00e-07) Y,M0:gds (L=5.00e-07) X,M0:gds (L=5.00e-07) Y,M0:gds (L=6.00e-07) X,M0:gds (L=6.00e-07) Y,M0:gds (L=7.00e-07) X,M0:gds (L=7.00e-07) Y,M0:gds (L=8.00e-07) X,M0:gds (L=8.00e-07) Y,M0:gds (L=9.00e-07) X,M0:gds (L=9.00e-07) Y,M0:gds (L=1.00e-06) X,M0:gds (L=1.00e-06) Y
0.5640000000000002,4.253979402598629e-06,0.5640000000000002,1.683440831944136e-06,0.5640000000000002,1.038359132762669e-06,0.5640000000000002,7.214864675520545e-07,0.5640000000000002,5.458233937984235e-07,0.5640000000000002,4.353522722084764e-07,0.5640000000000002,3.602503782529652e-07,0.5640000000000002,3.062698540140557e-07,0.5640000000000002,2.657974521388639e-07,0.5640000000000002,2.344322908004227e-07
0.5650000000000002,4.302132397570755e-06,0.5650000000000002,1.701731222205138e-06,0.5650000000000002,1.049022666728092e-06,0.5650000000000002,7.285847100719782e-07,0.5650000000000002,5.510298565578164e-07,0.5650000000000002,4.394105619181952e-07,0.5650000000000002,3.635493954529441e-07,0.5650000000000002,3.090350467842304e-07,0.5650000000000002,2.681695890749379e-07,0.5650000000000002,2.365044128257855e-07
0.5660000000000002,4.350583268507642e-06,0.5660000000000002,1.720143218387769e-06,0.5660000000000002,1.059754822559058e-06,0.5660000000000002,7.357270335626241e-07,0.5660000000000002,5.562678681019642e-07,0.5660000000000002,4.434930097493782e-07,0.5660000000000002,3.668677842857752e-07,0.5660000000000002,3.118162992504839e-07,0.5660000000000002,2.705553783509509e-07,0.5660000000000002,2.385883694252996e-07
0.5670000000000002,4.399331731316792e-06,0.5670000000000002,1.738677112633604e-06,0.5670000000000002,1.070555849164363e-06,0.5670000000000002,7.429136294433736e-07,0.5670000000000002,5.615375819930202e-07,0.5670000000000002,4.47599742760949e-07,0.5670000000000002,3.702056524403217e-07,0.5670000000000002,3.14613704459405e-07,0.5670000000000002,2.729549016326367e-07,0.5670000000000002,2.406842332092818e-07
0.5680000000000002,4.448377503968605e-06,0.5680000000000002,1.757333199747306e-06,0.5680000000000002,1.081425998538971e-06,0.5680000000000002,7.50144691770599e-07,0.5680000000000002,5.668391539760794e-07,0.5680000000000002,4.517308898358895e-07,0.5680000000000002,3.735631091550159e-07,0.5680000000000002,3.174273567956359e-07,0.5680000000000002,2.753682417579763e-07,0.5680000000000002,2.427920778279461e-07
0.5690000000000002,4.49772030668839e-06,0.5690000000000002,1.776111777252938e-06,0.5690000000000002,1.09236552579839e-06,0.5690000000000002,7.574204172596873e-07,0.5690000000000002,5.721727419948429e-07,0.5690000000000002,4.558865816931837e-07,0.5690000000000002,3.769402652274043e-07,0.5690000000000002,3.202573519897333e-07,0.5690000000000002,2.777954827438671e-07,0.5690000000000002,2.449119779771211e-07
0.5700000000000002,4.547359862141216e-06,0.5700000000000002,1.795013145449903e-06,0.5700000000000002,1.103374689213117e-06,0.5700000000000002,7.647410053071332e-07,0.5700000000000002,5.775385062074391e-07,0.5700000000000002,4.600669508999152e-07,0.5700000000000002,3.803372330238203e-07,0.5700000000000002,3.231037871261827e-07,0.5700000000000002,2.802367097928877e-07,0.5700000000000002,2.470440094041284e-07
0.5710000000000002,4.597295895609999e-06,0.5710000000000002,1.81403760746901e-06,0.5710000000000002,1.114453750243294e-06,0.5710000000000002,7.721066580128931e-07,0.5710000000000002,5.82936609002398e-07,0.5710000000000002,4.642721318835396e-07,0.5710000000000002,3.837541264892273e-07,0.5710000000000002,3.259667606515249e-07,0.5710000000000002,2.826920093002125e-07,0.5710000000000002,2.491882489137257e-07
0.5720000000000002,4.647528135166749e-06,0.5720000000000002,1.833185469328508e-06,0.5720000000000002,1.125602973573475e-06,0.5720000000000002,7.795175802028189e-07,0.5720000000000002,5.883672150148764e-07,0.5720000000000002,4.685022609443156e-07,0.5720000000000002,3.87191061157206e-07,0.5720000000000002,3.288463723826628e-07,0.5720000000000002,2.851614688606439e-07,0.5720000000000002,2.513447743741946e-07
0.5730000000000002,4.698056311838083e-06,0.5730000000000002,1.85245703999008e-06,0.5730000000000002,1.136822627147614e-06,0.5730000000000002,7.869739794514038e-07,0.5730000000000002,5.938304911429548e-07,0.5730000000000002,4.727574762679137e-07,0.5730000000000002,3.906481541601006e-07,0.5730000000000002,3.317427235152672e-07,0.5730000000000002,2.876451772757682e-07,0.5730000000000002,2.535136647235539e-07
0.5740000000000002,4.748880159763795e-06,0.5740000000000002,1.871852631414807e-06,0.5740000000000002,1.148112982204192e-06,0.5740000000000002,7.944760661045758e-07,0.5740000000000002,5.993266065642569e-07,0.5740000000000002,4.770379179382045e-07,0.5740000000000002,3.941255242393412e-07,0.5740000000000002,3.346559166323599e-07,0.5740000000000002,2.901432245612597e-07,0.5740000000000002,2.556949999758665e-07
0.5750000000000002,4.799999416350336e-06,0.5750000000000002,1.891372558619289e-06,0.5750000000000002,1.15947431331157e-06,0.5750000000000002,8.02024053302841e-07,0.5750000000000002,6.048557327526482e-07,0.5750000000000002,4.813437279502199e-07,0.5750000000000002,3.976232917559092e-07,0.5750000000000002,3.375860557130399e-07,0.5750000000000002,2.926557019543078e-07,0.5750000000000002,2.578888612276945e-07
0.5760000000000002,4.851413822418486e-06,0.5760000000000002,1.911017139731734e-06,0.5760000000000002,1.170906898403532e-06,0.5760000000000002,8.096181570045166e-07,0.5760000000000002,6.104180434952097e-07,0.5760000000000002,4.856750502233264e-07,0.5760000000000002,4.011415787009831e-07,0.5760000000000002,3.40533246141352e-07,0.5760000000000002,2.951827019211884e-07,0.5760000000000002,2.600953306646677e-07
0.5770000000000002,4.903123122345876e-06,0.5770000000000002,1.93078669604817e-06,0.5770000000000002,1.182411018815063e-06,0.5770000000000002,8.172585960092709e-07,0.5770000000000002,6.160137149094071e-07,0.5770000000000002,4.900320306145386e-07,0.5770000000000002,4.046805087067598e-07,0.5770000000000002,3.4349759471532e-07,0.5770000000000002,2.977243181649683e-07,0.5770000000000002,2.623144915681809e-07
0.5780000000000002,4.955127064204131e-06,0.5780000000000002,1.950681552088673e-06,0.5780000000000002,1.193986959318305e-06,0.5780000000000002,8.249455919818421e-07,0.5780000000000002,6.216429254604602e-07,0.5780000000000002,4.944148169320926e-07,0.5780000000000002,4.082402070574426e-07,0.5780000000000002,3.464792096561327e-07,0.5780000000000002,3.002806456333616e-07,0.5780000000000002,2.645464283222121e-07
0.5790000000000002,5.007425399891667e-06,0.5790000000000002,1.970702035653834e-06,0.5790000000000002,1.205635008158838e-06,0.5790000000000002,8.326793694759985e-07,0.5790000000000002,6.273058559789225e-07,0.5790000000000002,4.988235589491675e-07,0.5790000000000002,4.118208007004045e-07,0.5790000000000002,3.49478200617484e-07,0.5790000000000002,3.028517805267068e-07,0.5790000000000002,2.667912264202825e-07
0.5800000000000002,5.060017885261549e-06,0.5800000000000002,1.990848477881182e-06,0.5800000000000002,1.217355457092083e-06,0.5800000000000002,8.404601559587558e-07,0.5800000000000002,6.330026896785238e-07,0.5800000000000002,5.032584084178193e-07,0.5800000000000002,4.15422418257546e-07,0.5800000000000002,3.524946786950845e-07,0.5800000000000002,3.054378203061207e-07,0.5800000000000002,2.690489724725379e-07
0.5810000000000002,5.112904280245413e-06,0.5810000000000002,2.011121213301932e-06,0.5810000000000002,1.22914860142006e-06,0.5810000000000002,8.482881818347903e-07,0.5810000000000002,6.387336121742103e-07,0.5810000000000002,5.077195190831326e-07,0.5810000000000002,4.19045190036815e-07,0.5810000000000002,3.555287564363238e-07,0.5810000000000002,3.080388637017655e-07,0.5810000000000002,2.713197542129681e-07
0.5820000000000002,5.166084348972491e-06,0.5820000000000002,2.031520579897739e-06,0.5820000000000002,1.241014740028365e-06,0.5820000000000002,8.56163680471204e-07,0.5820000000000002,6.44498811500404e-07,0.5820000000000002,5.122070466975776e-07,0.5820000000000002,4.226892480439341e-07,0.5820000000000002,3.585805478501122e-07,0.5820000000000002,3.106550107212913e-07,0.5820000000000002,2.736036605067502e-07
0.5830000000000002,5.219557859886039e-06,0.5830000000000002,2.052046919157629e-06,0.5830000000000002,1.252954175423433e-06,0.5830000000000002,8.640868882224181e-07,0.5830000000000002,6.50298478129535e-07,0.5830000000000002,5.167211490355542e-07,0.5830000000000002,4.263547259942882e-07,0.5830000000000002,3.616501684168687e-07,0.5830000000000002,3.132863626584098e-07,0.5830000000000002,2.759007813577375e-07
0.5840000000000002,5.273324585854673e-06,0.5840000000000002,2.07270057613528e-06,0.5840000000000002,1.264967213769992e-06,0.5840000000000002,8.72058044455436e-07,0.5840000000000002,6.561328049907958e-07,0.5840000000000002,5.212619859082015e-07,0.5840000000000002,4.3004175932504e-07,0.5840000000000002,3.647377350987148e-07,0.5840000000000002,3.159330221016245e-07,0.5840000000000002,2.782112079160862e-07
0.5850000000000002,5.327384304281303e-06,0.5850000000000002,2.093481899506196e-06,0.5850000000000002,1.277054164928972e-06,0.5850000000000002,8.800773915753375e-07,0.5850000000000002,6.620019874891404e-07,0.5850000000000002,5.258297191783702e-07,0.5850000000000002,4.337504852073961e-07,0.5850000000000002,3.678433663497846e-07,0.5850000000000002,3.185950929431271e-07,0.5850000000000002,2.805350324860046e-07
0.5860000000000002,5.381736797208113e-06,0.5860000000000002,2.114391241625438e-06,0.5860000000000002,1.289215342495536e-06,0.5860000000000002,8.881451750510224e-07,0.5860000000000002,6.679062235245316e-07,0.5860000000000002,5.304245127758402e-07,0.5860000000000002,4.374810425591068e-07,0.5860000000000002,3.709671821267664e-07,0.5860000000000002,3.212726803878219e-07,0.5860000000000002,2.828723485336542e-07
0.5870000000000002,5.436381851418934e-06,0.5870000000000002,2.135428958585158e-06,0.5870000000000002,1.301451063837468e-06,0.5870000000000002,8.962616434412759e-07,0.5870000000000002,6.738457135114568e-07,0.5870000000000002,5.350465327127773e-07,0.5870000000000002,4.412335720571332e-07,0.5870000000000002,3.741093038995767e-07,0.5870000000000002,3.239658909625305e-07,0.5870000000000002,2.852232506951922e-07
0.5880000000000002,5.491319258538362e-06,0.5880000000000002,2.156595410272797e-06,0.5880000000000002,1.313761650133938e-06,0.5880000000000002,9.044270484210944e-07,0.5880000000000002,6.798206603986684e-07,0.5880000000000002,5.396959470993878e-07,0.5880000000000002,4.45008216150526e-07,0.5880000000000002,3.772698546622235e-07,0.5880000000000002,3.266748325253337e-07,0.5880000000000002,2.875878347849416e-07
0.5890000000000002,5.546548815128179e-06,0.5890000000000002,2.177890960429181e-06,0.5890000000000002,1.326147426414421e-06,0.5890000000000002,9.126416448083337e-07,0.5890000000000002,6.858312696892276e-07,0.5890000000000002,5.443729261598189e-07,0.5890000000000002,4.488051190735087e-07,0.5890000000000002,3.804489589438654e-07,0.5890000000000002,3.293996142750922e-07,0.5890000000000002,2.899661978037173e-07
0.5900000000000002,5.60207032278171e-06,0.5900000000000002,2.199315976706999e-06,0.5900000000000002,1.338608721598085e-06,0.5900000000000002,9.20905690590569e-07,0.5900000000000002,6.918777494607555e-07,0.5900000000000002,5.490776422482816e-07,0.5900000000000002,4.526244268587624e-07,0.5900000000000002,3.836467428200136e-07,0.5900000000000002,3.321403467611088e-07,0.5900000000000002,2.923584379472883e-07
0.5910000000000002,5.657883588214995e-06,0.5910000000000002,2.220870830729505e-06,0.5910000000000002,1.351145868533397e-06,0.5910000000000002,9.292194469523644e-07,0.5910000000000002,6.97960310386017e-07,0.5910000000000002,5.538102698654226e-07,0.5910000000000002,4.564662873509041e-07,0.5910000000000002,3.868633339239422e-07,0.5910000000000002,3.348971418929622e-07,0.5910000000000002,2.94764654614985e-07
0.5920000000000002,5.71398842335639e-06,0.5920000000000002,2.242555898149454e-06,0.5920000000000002,1.363759204038121e-06,0.5920000000000002,9.37583178302777e-07,0.5920000000000002,7.040791657537274e-07,0.5920000000000002,5.585709856749169e-07,0.5920000000000002,4.603308502201884e-07,0.5920000000000002,3.900988614582807e-07,0.5920000000000002,3.376701129504968e-07,0.5920000000000002,2.971849484184525e-07
0.5930000000000002,5.770384645433805e-06,0.5930000000000002,2.264371558708468e-06,0.5930000000000002,1.376449068939552e-06,0.5930000000000002,9.459971523031645e-07,0.5930000000000002,7.10234531489633e-07,0.5930000000000002,5.633599685202992e-07,0.5930000000000002,4.642182669764146e-07,0.5930000000000002,3.93353456206774e-07,0.5930000000000002,3.404593745939798e-07,0.5930000000000002,2.996194211905572e-07
0.5940000000000002,5.827072077060034e-06,0.5940000000000002,2.286318196296331e-06,0.5940000000000002,1.389215808115255e-06,0.5940000000000002,9.544616398953572e-07,0.5940000000000002,7.164266261778979e-07,0.5940000000000002,5.681773994420466e-07,0.5940000000000002,4.681286909830306e-07,0.5940000000000002,3.966272505462395e-07,0.5940000000000002,3.43265042874425e-07,0.5940000000000002,3.020681759944195e-07
0.5950000000000002,5.884050546316354e-06,0.5950000000000002,2.30839619901095e-06,0.5950000000000002,1.402059770533921e-06,0.5950000000000002,9.629769153300736e-07,0.5950000000000002,7.226556710827491e-07,0.5950000000000002,5.73023461694893e-07,0.5950000000000002,4.720622774714684e-07,0.5950000000000002,3.999203784587189e-07,0.5950000000000002,3.460872352440721e-07,0.5950000000000002,3.045313171326219e-07
0.5960000000000002,5.941319886834435e-06,0.5960000000000002,2.330605959218291e-06,0.5960000000000002,1.414981309296776e-06,0.5960000000000002,9.715432561957152e-07,0.5960000000000002,7.289218901703992e-07,0.5960000000000002,5.778983407654196e-07,0.5960000000000002,4.760191835556751e-07,0.5960000000000002,4.032329755437881e-07,0.5960000000000002,3.489260705670463e-07,0.5960000000000002,3.070089501565431e-07
0.5970000000000002,5.998879937876603e-06,0.5970000000000002,2.352947873612844e-06,0.5970000000000002,1.427980781679208e-06,0.5970000000000002,9.801609434474511e-07,0.5970000000000002,7.35225510131267e-07,0.5970000000000002,5.828022243898387e-07,0.5970000000000002,4.79999568246888e-07,0.5970000000000002,4.065651790310892e-07,0.5970000000000002,3.517816691301691e-07,0.5970000000000002,3.095011818758637e-07
0.5980000000000002,6.056730544414978e-06,0.5980000000000002,2.375422343278183e-06,0.5980000000000002,1.441058549172803e-06,0.5980000000000002,9.888302614366497e-07,0.5980000000000002,7.41566760402474e-07,0.5980000000000002,5.877353025720769e-07,0.5980000000000002,4.840035924685845e-07,0.5980000000000002,4.099171277930403e-07,0.5980000000000002,3.546541526539599e-07,0.5980000000000002,3.120081203681984e-07
0.5990000000000002,6.114871557208861e-06,0.5990000000000002,2.398029773747991e-06,0.5990000000000002,1.454214977527686e-06,0.5990000000000002,9.975514979406003e-07,0.5990000000000002,7.479458731906323e-07,0.5990000000000002,5.926977676020764e-07,0.5990000000000002,4.880314190716888e-07,0.5990000000000002,4.132889623577381e-07,0.5990000000000002,3.575436443037865e-07,0.5990000000000002,3.145298749889002e-07
0.6000000000000002,6.173302832881466e-06,0.6000000000000002,2.420770575067283e-06,0.6000000000000002,1.467450436795288e-06,0.6000000000000002,1.006324944192623e-06,0.6000000000000002,7.543630834949444e-07,0.6000000000000002,5.976898140743696e-07,0.6000000000000002,4.92083212849986e-07,0.6000000000000002,4.166808249220362e-07,0.6000000000000002,3.604502687011966e-07,0.6000000000000002,3.170665563810094e-07
0.6010000000000002,6.232024233995036e-06,0.6010000000000002,2.443645161853973e-06,0.6010000000000002,1.48076530137145e-06,0.6010000000000002,1.015150894912468e-06,0.6010000000000002,7.608186291305656e-07,0.6010000000000002,6.027116389069157e-07,0.6010000000000002,4.961591405557499e-07,0.6010000000000002,4.200928593648579e-07,0.6010000000000002,3.633741519354186e-07,0.6010000000000002,3.196182764853508e-07
0.6020000000000002,6.291035629125299e-06,0.6020000000000002,2.466653953360724e-06,0.6020000000000002,1.494159950039886e-06,0.6020000000000002,1.024029648337074e-06,0.6020000000000002,7.67312750752282e-07,0.6020000000000002,6.077634413601525e-07,0.6020000000000002,5.002593709155976e-07,0.6020000000000002,4.235252112606634e-07,0.6020000000000002,3.66315421575046e-07,0.6020000000000002,3.221851485507966e-07
0.6030000000000002,6.350336892935162e-06,0.6030000000000002,2.489797373537213e-06,0.6030000000000002,1.507634766015977e-06,0.6030000000000002,1.032961506251668e-06,0.6030000000000002,7.738456918784792e-07,0.6030000000000002,6.128454230563667e-07,0.6030000000000002,5.043840746465875e-07,0.6030000000000002,4.269780278931355e-07,0.6030000000000002,3.692742066798616e-07,0.6030000000000002,3.24767287144675e-07
0.6040000000000002,6.409927906246692e-06,0.6040000000000002,2.513075851092602e-06,0.6040000000000002,1.52119013699104e-06,0.6040000000000002,1.041946774021213e-06,0.6040000000000002,7.804176989154344e-07,0.6040000000000002,6.179577879992681e-07,0.6040000000000002,5.085334244725059e-07,0.6040000000000002,4.304514582690618e-07,0.6040000000000002,3.722506378128912e-07,0.6040000000000002,3.273648081633373e-07
0.6050000000000002,6.469808556113787e-06,0.6050000000000002,2.536489819558363e-06,0.6050000000000002,1.534826455176873e-06,0.6050000000000002,1.050985760622156e-06,0.6050000000000002,7.8702902118187e-07,0.6050000000000002,6.231007425938653e-07,0.6050000000000002,5.127075951404239e-07,0.6050000000000002,4.339456531324081e-07,0.6050000000000002,3.752448470525799e-07,0.6050000000000002,3.299778288428839e-07
0.6060000000000002,6.529978735892889e-06,0.6060000000000002,2.560039717351424e-06,0.6060000000000002,1.548544117350719e-06,0.6060000000000002,1.060078778674612e-06,0.6060000000000002,7.936799109338541e-07,0.6060000000000002,6.282744956666031e-07,0.6060000000000002,5.169067634374485e-07,0.6060000000000002,4.374607649785952e-07,0.6060000000000002,3.782569680051726e-07,0.6060000000000002,3.326064677700395e-07
0.6070000000000002,6.590438345313785e-06,0.6070000000000002,2.583725987837661e-06,0.6070000000000002,1.562343524900617e-06,0.6070000000000002,1.06922614447483e-06,0.6070000000000002,8.003706233900003e-07,0.6070000000000002,6.334792584857144e-07,0.6070000000000002,5.211311082077259e-07,0.6070000000000002,4.409969480689792e-07,0.6070000000000002,3.81287135817272e-07,0.6070000000000002,3.352508448932088e-07
0.6080000000000002,6.651187290549688e-06,0.6080000000000002,2.607549079395775e-06,0.6080000000000002,1.576225083871117e-06,0.6080000000000002,1.078428178028031e-06,0.6080000000000002,8.071014167569284e-07,0.6080000000000002,6.387152447819326e-07,0.6080000000000002,5.253808103696559e-07,0.6080000000000002,4.445543584455324e-07,0.6080000000000002,3.843354871885637e-07,0.6080000000000002,3.379110815336499e-07
0.6090000000000002,6.712225484286746e-06,0.6090000000000002,2.631509445481266e-06,0.6090000000000002,1.590189205009397e-06,0.6090000000000002,1.087685203081601e-06,0.6090000000000002,8.138725522551342e-07,0.6090000000000002,6.439826707693735e-07,0.6090000000000002,5.29656052933357e-07,0.6090000000000002,4.481331539457289e-07,0.6090000000000002,3.874021603847289e-07,0.6090000000000002,3.40587300396852e-07
0.6100000000000002,6.773552845793587e-06,0.6100000000000002,2.655607544691112e-06,0.6100000000000002,1.604236303811737e-06,0.6100000000000002,1.09699754715868e-06,0.6100000000000002,8.206842941450672e-07,0.6100000000000002,6.492817551667504e-07,0.6100000000000002,5.339570210183634e-07,0.6100000000000002,4.517334942176224e-07,0.6100000000000002,3.904872952505289e-07,0.6100000000000002,3.432796255840443e-07
0.6110000000000002,6.835169300989799e-06,0.6110000000000002,2.679843840828388e-06,0.6110000000000002,1.618366800570442e-06,0.6110000000000002,1.106365541592032e-06,0.6110000000000002,8.275369097535886e-07,0.6110000000000002,6.546127192188565e-07,0.6110000000000002,5.382839018715464e-07,0.6110000000000002,4.553555407351537e-07,0.6110000000000002,3.935910332230832e-07,0.6110000000000002,3.459881826038809e-07
0.6120000000000002,6.897074782514628e-06,0.6120000000000002,2.704218802967482e-06,0.6120000000000002,1.632581120421054e-06,0.6120000000000002,1.115789521558368e-06,0.6120000000000002,8.344306695007303e-07,0.6120000000000002,6.599757867182818e-07,0.6120000000000002,5.42636884885273e-07,0.6120000000000002,4.589994568136361e-07,0.6120000000000002,3.967135173453145e-07,0.6120000000000002,3.487130983842775e-07
0.6130000000000002,6.959269229795409e-06,0.6130000000000002,2.728732905519521e-06,0.6130000000000002,1.64687969339007e-06,0.6130000000000002,1.125269826112978e-06,0.6130000000000002,8.413658469267711e-07,0.6130000000000002,6.653711840274404e-07,0.6130000000000002,5.47016161615809e-07,0.6130000000000002,4.626654076254676e-07,0.6130000000000002,3.998548922795942e-07,0.6130000000000002,3.514545012844066e-07
0.6140000000000002,7.02175258911526e-06,0.6140000000000002,2.753386628298212e-06,0.6140000000000002,1.66126295444299e-06,0.6140000000000002,1.134806798224716e-06,0.6140000000000002,8.483427187196349e-07,0.6140000000000002,6.707991401008664e-07,0.6140000000000002,5.514219258019769e-07,0.6140000000000002,4.663535602160456e-07,0.6140000000000002,4.03015304321548e-07,0.6140000000000002,3.542125211068863e-07
0.6150000000000002,7.084524813681273e-06,0.6150000000000002,2.778180456585921e-06,0.6150000000000002,1.675731343532757e-06,0.6150000000000002,1.144400784811412e-06,0.6150000000000002,8.553615647425914e-07,0.6150000000000002,6.762598865077816e-07,0.6150000000000002,5.558543733839993e-07,0.6150000000000002,4.700640835198922e-07,0.6150000000000002,4.061949014140641e-07,0.6150000000000002,3.56987289110088e-07
0.6160000000000002,7.147585863692176e-06,0.6160000000000002,2.803114881200145e-06,0.6160000000000002,1.690285305648619e-06,0.6160000000000002,1.15405213677563e-06,0.6160000000000002,8.624226680623193e-07,0.6160000000000002,6.817536574549451e-07,0.6160000000000002,5.603137025226442e-07,0.6160000000000002,4.737971483769737e-07,0.6160000000000002,4.093938331614807e-07,0.6160000000000002,3.597789380206363e-07
0.6170000000000002,7.210935706405608e-06,0.6170000000000002,2.828190398560384e-06,0.6170000000000002,1.704925290865332e-06,0.6170000000000002,1.163761209040774e-06,0.6170000000000002,8.695263149772641e-07,0.6170000000000002,6.872806898097672e-07,0.6170000000000002,5.648001136185851e-07,0.6170000000000002,4.775529275492612e-07,0.6170000000000002,4.126122508439592e-07,0.6170000000000002,3.625876020460836e-07
0.6180000000000002,7.274574316206064e-06,0.6180000000000002,2.853407510755149e-06,0.6180000000000002,1.719651754392894e-06,0.6180000000000002,1.173528360587556e-06,0.6180000000000002,8.766727950463098e-07,0.6180000000000002,6.92841223123729e-07,0.6180000000000002,5.693138093319842e-07,0.6180000000000002,4.813315957374761e-07,0.6180000000000002,4.158503074320462e-07,0.6180000000000002,3.654134168877167e-07
0.6190000000000002,7.338501674671968e-06,0.6190000000000002,2.878766725609467e-06,0.6190000000000002,1.734465156626521e-06,0.6190000000000002,1.183353954490963e-06,0.6190000000000002,8.838624011178522e-07,0.6190000000000002,6.984354996560915e-07,0.6190000000000002,5.738549946023719e-07,0.6190000000000002,4.85133329598066e-07,0.6190000000000002,4.191081576014141e-07,0.6190000000000002,3.682565197535589e-07
0.6200000000000002,7.40271777064324e-06,0.6200000000000002,2.904268556752719e-06,0.6200000000000002,1.749365963197088e-06,0.6200000000000002,1.193238357957387e-06,0.6200000000000002,8.910954293590898e-07,0.6200000000000002,7.040637643978311e-07,0.6200000000000002,5.784238766687131e-07,0.6200000000000002,4.889583077603725e-07,0.6200000000000002,4.22385957747796e-07,0.6200000000000002,3.711170493715297e-07
0.6210000000000002,7.467222600288405e-06,0.6210000000000002,2.929913523686746e-06,0.6210000000000002,1.764354645022074e-06,0.6210000000000002,1.203181942362327e-06,0.6210000000000002,8.983721792857392e-07,0.6210000000000002,7.09726265095931e-07,0.6210000000000002,5.830206650897564e-07,0.6210000000000002,4.92806710844047e-07,0.6210000000000002,4.256838660021236e-07,0.6210000000000002,3.739951460027696e-07
0.6220000000000002,7.532016167172237e-06,0.6220000000000002,2.955702151854186e-06,0.6220000000000002,1.779431678356639e-06,0.6220000000000002,1.213185083288411e-06,0.6220000000000002,9.056929537920438e-07,0.6220000000000002,7.154232522779143e-07,0.6220000000000002,5.876455717646356e-07,0.6220000000000002,4.966787214766479e-07,0.6220000000000002,4.290020422458245e-07,0.6220000000000002,3.768909514551462e-07
0.6230000000000002,7.597098482322864e-06,0.6230000000000002,2.981634972707531e-06,0.6230000000000002,1.79459754484545e-06,0.6230000000000002,1.223248160563726e-06,0.6230000000000002,9.130580591811069e-07,0.6230000000000002,7.211549792766906e-07,0.6230000000000002,5.922988109536647e-07,0.6230000000000002,5.005745243114742e-07,0.6230000000000002,4.323406481263282e-07,0.6230000000000002,3.798046090969005e-07
0.6240000000000002,7.66246956429905e-06,0.6240000000000002,3.007712523777933e-06,0.6240000000000002,1.809852731574635e-06,0.6240000000000002,1.233371558300628e-06,0.6240000000000002,9.204678051955908e-07,0.6240000000000002,7.26921702255647e-07,0.6240000000000002,5.969805992994717e-07,0.6240000000000002,5.04494306045614e-07,0.6240000000000002,4.356998470727763e-07,0.6240000000000002,3.827362638705048e-07
0.6250000000000002,7.728129439257853e-06,0.6250000000000002,3.033935348744807e-06,0.6250000000000002,1.825197731124252e-06,0.6250000000000002,1.243555664934895e-06,0.6250000000000002,9.279225050487224e-07,0.6250000000000002,7.327236802340867e-07,0.6250000000000002,6.016911558482968e-07,0.6250000000000002,5.084382554382003e-07,0.6250000000000002,4.390798043118924e-07,0.6250000000000002,3.856860623066588e-07
0.6260000000000002,7.79407814102178e-06,0.6260000000000002,3.060303997505649e-06,0.6260000000000002,1.840633041621202e-06,0.6260000000000002,1.253800873265265e-06,0.6260000000000002,9.354224754556501e-07,0.6260000000000002,7.385611751129373e-07,0.6260000000000002,6.064307020715907e-07,0.6260000000000002,5.124065633289066e-07,0.6260000000000002,4.424806868840767e-07,0.6260000000000002,3.886541525384648e-07
0.6270000000000002,7.860315711146475e-06,0.6270000000000002,3.086819026245964e-06,0.6270000000000002,1.856159166792461e-06,0.6270000000000002,1.264107580493359e-06,0.6270000000000002,9.42968036665135e-07,0.6270000000000002,7.444344517007046e-07,0.6270000000000002,6.1119946188785e-07,0.6270000000000002,5.163994226566308e-07,0.6270000000000002,4.459026636596636e-07,0.6270000000000002,3.916406843157817e-07
0.6280000000000002,7.926842198987831e-06,0.6280000000000002,3.113480997509857e-06,0.6280000000000002,1.871776616018728e-06,0.6280000000000002,1.274476188264004e-06,0.6280000000000002,9.505595124915951e-07,0.6280000000000002,7.503437777398032e-07,0.6280000000000002,6.159976616847116e-07,0.6280000000000002,5.204170284784371e-07,0.6280000000000002,4.493459053554122e-07,0.6280000000000002,3.946458090197531e-07
0.6290000000000002,7.993657661769938e-06,0.6290000000000002,3.140290480270627e-06,0.6290000000000002,1.88748590438856e-06,0.6290000000000002,1.284907102705909e-06,0.6290000000000002,9.581972303474492e-07,0.6290000000000002,7.56289423933108e-07,0.6290000000000002,6.20825530341295e-07,0.6290000000000002,5.244595779886915e-07,0.6290000000000002,4.52810584551147e-07,0.6290000000000002,3.976696796774981e-07
0.6300000000000002,8.060762164652446e-06,0.6300000000000002,3.16724805000191e-06,0.6300000000000002,1.903287552752801e-06,0.6300000000000002,1.295400734472813e-06,0.6300000000000002,9.658815212758849e-07,0.6300000000000002,7.622716639708521e-07,0.6300000000000002,6.256832992507972e-07,0.6300000000000002,5.285272705384298e-07,0.6300000000000002,4.562968757066269e-07,0.6300000000000002,4.007124509769764e-07
0.6310000000000002,8.128155780798523e-06,0.6310000000000002,3.194354288749061e-06,0.6310000000000002,1.919182087779523e-06,0.6310000000000002,1.305957498784893e-06,0.6310000000000002,9.736127199838582e-07,0.6310000000000002,7.682907745577675e-07,0.6310000000000002,6.30571202343358e-07,0.6310000000000002,5.326203076549427e-07,0.6310000000000002,4.598049551786103e-07,0.6310000000000002,4.037742792820441e-07
